country,capacity_MW,primary_fuel,generation_technology,age,output_MWh,fuel_used
Republic_of_Korea,240,oil,subcritical,7,530052,oil
China,1200,bituminous,supercritical,5,0,coal
United_States,362,subbituminous,subcritical,62,1710553,coal
India,155,natural_gas,CCGT,21,678960,gas
United_States,2,bituminous,subcritical,48,0,coal
Russia,2600,natural_gas,CCGT,41,3410176,gas
France,94,coal,subcritical,25,65762,coal
Russia,1370,natural_gas,CCGT,41,5863563,gas
Belgium,400,natural_gas,subcritical,11,1093263,gas
India,1250,coal,subcritical,4,0,coal
Germany,717,natural_gas,CCGT,36,4859672,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Malaysia,1400,subbituminous,subcritical,55,8055395,coal
Spain,335,natural_gas,CCGT,21,1553993,gas
China,1083,natural_gas,CCGT,33,897278,gas
Japan,4810,natural_gas,CCGT,11,3679313,gas
Russia,220,natural_gas,subcritical,35,1667770,gas
United_Kingdom,123,natural_gas,CCGT,64,113315,gas
China,1200,bituminous,subcritical,18,6136179,coal
Australia,240,subbituminous,subcritical,19,911188,coal
Indonesia,660,subbituminous,subcritical,5,0,coal
India,1500,coal,subcritical,15,7620000,coal
Algeria,840,natural_gas,subcritical,36,2205081,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
China,1400,coal,subcritical,8,0,coal
India,1360,coal,subcritical,38,8962890,coal
United_Kingdom,665,natural_gas,CCGT,36,1647677,gas
Japan,1446,oil,subcritical,45,3509504,oil
United_Kingdom,520,coal,subcritical,36,2353464,coal
Russia,380,bituminous,cogeneration,52,1880832,coal
Kuwait,250,natural_gas,OCGT,-14,1251513,gas
United_Kingdom,10,natural_gas,OCGT,23,4860,gas
United_States,100,oil,Engine,18,35131,oil
United_States,67,natural_gas,CCGT,26,149590,gas
El_Salvador,324,oil,CCGT,12,2426218,oil
Italy,2640,oil,subcritical,24,16100000,oil
Taiwan,480,natural_gas,CCGT,7,1841896,gas
China,1630,natural_gas,CCGT,25,5117416,gas
Japan,3966,natural_gas,OCGT,51,562,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Syrian_Arab_Republic,700,natural_gas,CCGT,8,0,gas
Latvia,470,natural_gas,CCGT,-14,3633853,gas
Japan,2000,bituminous,supercritical,20,12200000,coal
Canada,40,natural_gas,CCGT,61,129996,gas
China,1200,bituminous,subcritical,11,6146662,coal
Russia,4,lignite,subcritical,84,13473,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Turkey,478,lignite,subcritical,18,1315544,coal
Croatia,78,natural_gas,CCGT,8,261534,gas
United_States,579,natural_gas,CCGT,59,1913109,gas
Belgium,405,natural_gas,subcritical,6,0,gas
Russia,192,coal,subcritical,84,320944,coal
Republic_of_Korea,200,natural_gas,subcritical,7,685516,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
India,250,lignite,subcritical,12,344061,coal
United_States,550,natural_gas,CCGT,15,548443,gas
United_States,100,oil,Engine,18,35131,oil
Russia,145,natural_gas,subcritical,63,488222,gas
Russia,882,natural_gas,CCGT,65,1303533,gas
Japan,2000,bituminous,supercritical,23,12300000,coal
China,1200,bituminous,supercritical,12,5353323,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Germany,900,natural_gas,CCGT,21,6924094,gas
Japan,4810,natural_gas,CCGT,34,3679313,gas
Canada,570,natural_gas,CCGT,9,1913109,gas
China,1200,bituminous,supercritical,4,0,coal
Turkey,630,lignite,subcritical,34,3907924,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
Canada,45,natural_gas,OCGT,61,37782,gas
United_States,1782,subbituminous,subcritical,32,16500000,coal
India,50,natural_gas,CCGT,21,281742,gas
Bangladesh,105,natural_gas,OCGT,12,65314,gas
United_States,100,oil,Engine,18,35131,oil
Russia,45,natural_gas,CCGT,8,0,gas
Greece,1250,lignite,subcritical,13,6793651,coal
United_States,690,natural_gas,subcritical,36,1447942,gas
Oman,678,natural_gas,CCGT,9,0,gas
Mauritius,138,oil,Engine,55,236260,oil
Japan,875,oil,subcritical,7,2041564,oil
United_Kingdom,123,natural_gas,CCGT,64,113315,gas
China,600,anthracite,subcritical,8,2901500,coal
China,64,subbituminous,subcritical,10,0,coal
Pakistan,157,natural_gas,CCGT,9,186171,gas
Panama,53,oil,Engine,32,115259,oil
United_States,100,oil,Engine,18,35131,oil
Spain,800,natural_gas,CCGT,6,3877184,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Japan,3325,natural_gas,CCGT,21,19200000,gas
Ukraine,40,oil,Engine,115,81318,oil
United_States,100,oil,Engine,18,35131,oil
Kazakhstan,173,coal,subcritical,7,183727,coal
India,1410,coal,supercritical,16,1342278,coal
France,250,coal,subcritical,13,876912,coal
Brazil,857,coal,subcritical,16,1468640,coal
China,600,bituminous,subcritical,12,2508092,coal
Japan,1000,oil,subcritical,-6,3844574,oil
Costa_Rica,200,oil,Engine,21,416230,oil
Mexico,113,oil,Engine,55,0,oil
China,600,coal,subcritical,14,10100000,coal
Japan,1300,oil,subcritical,37,2058124,oil
Ireland,963,natural_gas,OCGT,37,1614675,gas
United_States,160,natural_gas,CCGT,30,161911,gas
India,2600,coal,subcritical,34,15500000,coal
Pakistan,1655,natural_gas,CCGT,32,4761775,gas
Italy,1740,natural_gas,CCGT,21,0,gas
Chile,103,natural_gas,OCGT,12,25775,gas
Mexico,113,oil,Engine,55,0,oil
Turkey,132,natural_gas,CCGT,20,492293,gas
United_States,122,natural_gas,CCGT,30,113315,gas
China,600,coal,subcritical,39,4574326,coal
United_States,1570,natural_gas,CCGT,32,2554022,gas
Poland,200,bituminous,cogeneration,39,937871,coal
Bangladesh,60,oil,OCGT,33,124968,oil
Germany,140,coal,subcritical,117,654948,coal
France,43,coal,subcritical,15,110792,coal
India,1200,subbituminous,subcritical,7,1615020,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Germany,1600,lignite,supercritical,24,13700000,coal
Japan,1200,oil,subcritical,40,621175,oil
Qatar,2730,natural_gas,CCGT,7,0,gas
Russia,440,natural_gas,CCGT,41,1499378,gas
Canada,100,natural_gas,CCGT,41,426830,gas
India,655,natural_gas,CCGT,19,4243000,gas
Sri_Lanka,115,natural_gas,OCGT,15,394134,gas
Denmark,52,coal,subcritical,50,360102,coal
Bahrain,700,natural_gas,OCGT,39,1405834,gas
Myanmar,128,natural_gas,CCGT,6,437677,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
United_States,1567,bituminous,subcritical,32,5698110,coal
Algeria,1227,natural_gas,CCGT,8,0,gas
Australia,955,lignite,subcritical,16,4375926,coal
United_States,207,bituminous,cogeneration,58,0,coal
Turkey,132,natural_gas,CCGT,20,492293,gas
Japan,1886,natural_gas,subcritical,23,6502441,gas
United_States,1782,subbituminous,subcritical,32,16500000,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
India,740,natural_gas,CCGT,4,0,gas
Indonesia,990,subbituminous,subcritical,5,4375926,coal
Ireland,620,oil,subcritical,48,1227512,oil
New_Caledonia,43,natural_gas,CCGT,44,231122,gas
Lithuania,360,natural_gas,CCGT,-14,0,gas
Japan,1245,oil,Engine,42,1953384,oil
United_States,883,oil,subcritical,13,2041564,oil
United_States,100,oil,Engine,18,35131,oil
France,180,coal,subcritical,9,135450,coal
China,1320,coal,subcritical,9,1175723,coal
Uruguay,800,natural_gas,supercritical,25,2228317,gas
Japan,1800,natural_gas,supercritical,39,7614089,gas
Canada,120,natural_gas,CCGT,41,120000,gas
Germany,151,coal,subcritical,24,1051001,coal
Canada,36,natural_gas,CCGT,61,43085,gas
Turkey,457,lignite,subcritical,27,2675795,coal
Russia,24,coal,subcritical,13,12923,coal
Mexico,496,natural_gas,CCGT,55,0,gas
Japan,1200,bituminous,ultrasupercritical,24,6871807,coal
China,600,bituminous,subcritical,7,0,coal
France,413,natural_gas,CCGT,5,0,gas
Italy,400,natural_gas,CCGT,12,1093263,gas
Belarus,6,natural_gas,CCGT,46,19787,gas
Singapore,1300,natural_gas,CCGT,3,10300000,gas
Russia,420,natural_gas,CCGT,49,1171286,gas
India,48,natural_gas,CCGT,10,277773,gas
United_States,1000,natural_gas,CCGT,13,0,gas
United_States,1980,subbituminous,subcritical,43,16400000,coal
India,250,lignite,subcritical,10,465588,coal
Congo,294,natural_gas,OCGT,21,1366479,gas
Ireland,511,natural_gas,subcritical,40,1700774,gas
China,2520,coal,subcritical,9,2874436,coal
India,1200,coal,supercritical,7,1615020,coal
New_Zealand,6,natural_gas,CCGT,25,10051,gas
China,600,coal,subcritical,6,0,coal
Australia,80,natural_gas,OCGT,42,238236,gas
Japan,1900,oil,supercritical,46,3629195,oil
Japan,2316,natural_gas,CCGT,19,2298431,gas
India,1200,coal,subcritical,7,1615020,coal
Spain,221,bituminous,subcritical,21,1384259,coal
Canada,46,natural_gas,CCGT,61,37782,gas
China,640,bituminous,subcritical,6,2508092,coal
India,22,oil,Engine,16,10537,oil
Romania,100,oil,subcritical,20,17857,oil
Kazakhstan,440,coal,subcritical,7,2721132,coal
Canada,170,natural_gas,cogeneration,27,108033,gas
Sri_Lanka,440,natural_gas,CCGT,15,0,gas
India,1260,coal,subcritical,32,8952000,coal
Spain,1200,natural_gas,CCGT,11,3932472,gas
Russia,1310,coal,cogeneration,57,10300000,coal
India,4760,coal,subcritical,35,18800000,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
Argentina,138,natural_gas,CCGT,48,522767,gas
Belarus,73,natural_gas,CCGT,46,350141,gas
United_Kingdom,1780,coal,subcritical,7,0,coal
United_States,242,bituminous,subcritical,47,344061,coal
Russia,291,natural_gas,CCGT,61,1259644,gas
Ukraine,3600,coal,subcritical,44,3476114,coal
United_States,799,bituminous,subcritical,13,5318100,coal
Germany,1455,bituminous,subcritical,32,2884990,coal
United_States,1500,bituminous,subcritical,32,7054332,coal
Russia,185,coal,subcritical,63,1048500,coal
Germany,1654,coal,ultrasupercritical,5,97170,coal
United_States,460,natural_gas,OCGT,24,1333567,gas
China,1320,coal,subcritical,17,6845816,coal
Japan,5040,natural_gas,CCGT,32,30800000,gas
Switzerland,30,natural_gas,OCGT,48,39712,gas
Australia,1000,bituminous,subcritical,16,6219567,coal
Mexico,496,natural_gas,CCGT,55,0,gas
United_States,1567,subbituminous,subcritical,32,5698110,coal
United_States,1487,subbituminous,subcritical,32,8098859,coal
Republic_of_Korea,780,natural_gas,CCGT,42,0,gas
Taiwan,480,natural_gas,CCGT,7,1841896,gas
United_Kingdom,3600,coal,subcritical,47,3475419,coal
Italy,852,natural_gas,CCGT,10,0,gas
Netherlands,25,coal,subcritical,34,130191,coal
Vietnam,1200,coal,subcritical,12,5559626,coal
Russia,14,natural_gas,CCGT,10,7687,gas
China,600,bituminous,subcritical,91,178046,coal
United_States,2,subbituminous,subcritical,48,0,coal
Mexico,770,natural_gas,CCGT,32,0,gas
China,2000,bituminous,subcritical,5,0,coal
Finland,160,coal,subcritical,43,470734,coal
Russia,225,natural_gas,subcritical,41,1790412,gas
China,1320,bituminous,supercritical,9,6229800,coal
United_Arab_Emirates,118,coal,subcritical,26,146684,coal
United_States,64,subbituminous,subcritical,26,205819,coal
Belgium,460,natural_gas,CCGT,19,1490472,gas
Germany,838,anthracite,subcritical,41,525600,coal
Portugal,756,natural_gas,CCGT,25,0,gas
Hong_Kong,2500,natural_gas,CCGT,22,10900000,gas
Germany,51,natural_gas,CCGT,22,224835,gas
Australia,1320,bituminous,subcritical,39,8025737,coal
India,1200,coal,subcritical,4,0,coal
China,1200,bituminous,subcritical,12,5940181,coal
United_States,1035,natural_gas,CCGT,13,5952623,gas
Russia,5,lignite,subcritical,83,18509,coal
Germany,560,natural_gas,CCGT,43,222466,gas
Indonesia,630,coal,subcritical,28,5163709,coal
India,1200,coal,subcritical,7,1615020,coal
Russia,184,natural_gas,subcritical,63,297322,gas
China,1200,bituminous,subcritical,5,0,coal
Oman,255,natural_gas,OCGT,14,759984,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
United_Kingdom,1145,natural_gas,CCGT,5,0,gas
India,1350,coal,subcritical,41,5499564,coal
China,1200,bituminous,supercritical,10,6848842,coal
Brazil,30,oil,subcritical,26,28760,oil
China,1200,bituminous,supercritical,17,6109963,coal
India,1200,coal,supercritical,5,0,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Russia,48,natural_gas,CCGT,18,28106,gas
Azerbaijan,400,natural_gas,CCGT,41,1133943,gas
Russia,471,coal,cogeneration,52,3017628,coal
Germany,164,natural_gas,subcritical,90,1117325,gas
United_Kingdom,1475,coal_biomass,subcritical,36,2822046,coal
China,600,coal,subcritical,12,2769693,coal
Russia,1497,natural_gas,CCGT,61,2733033,gas
United_States,1570,natural_gas,CCGT,32,2554022,gas
Russia,535,coal,subcritical,52,3476487,coal
Russia,170,natural_gas,subcritical,44,564970,gas
Russia,16,natural_gas,CCGT,60,53051,gas
Japan,2000,bituminous,supercritical,20,12400000,coal
Qatar,2007,natural_gas,CCGT,9,0,gas
China,1200,bituminous,supercritical,10,6848842,coal
Russia,330,natural_gas,subcritical,61,1400238,gas
China,600,bituminous,supercritical,22,2916924,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
United_States,2,bituminous,subcritical,48,0,coal
Russia,160,natural_gas,CCGT,75,968548,gas
United_Kingdom,1020,natural_gas,CCGT,5,0,gas
Germany,34,natural_gas,CCGT,45,123570,gas
Canada,118,natural_gas,cogeneration,41,304008,gas
China,1200,bituminous,subcritical,10,0,coal
Japan,507,bituminous,supercritical,10,1100435,coal
China,1200,bituminous,supercritical,21,0,coal
Japan,1200,coal,ultrasupercritical,23,6871807,coal
United_States,989,natural_gas,CCGT,13,5145072,gas
United_States,232,subbituminous,subcritical,47,1140785,coal
Russia,1650,natural_gas,supercritical,68,4683102,gas
China,1200,bituminous,supercritical,10,6146662,coal
Italy,1504,natural_gas,CCGT,21,6204513,gas
United_Kingdom,123,natural_gas,CCGT,64,113315,gas
China,1200,bituminous,supercritical,9,0,coal
Ukraine,1150,subbituminous,subcritical,46,2749881,coal
China,1840,bituminous,supercritical,6,12900000,coal
Japan,1886,natural_gas,subcritical,54,6502441,gas
Eritrea,17,oil,Engine,12,27474,oil
Taiwan,1088,natural_gas,CCGT,7,897278,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
China,600,coal,subcritical,13,2769693,coal
Slovakia,880,anthracite,subcritical,15,1303533,coal
United_States,1000,natural_gas,CCGT,13,0,gas
France,370,natural_gas,OCGT,60,880006,gas
South_Africa,171,natural_gas,OCGT,64,108033,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
Canada,80,natural_gas,CCGT,41,238236,gas
Philippines,107,coal,subcritical,10,546045,coal
Russia,270,subbituminous,cogeneration,60,2328633,coal
Russia,80,natural_gas,CCGT,78,381712,gas
Canada,456,natural_gas,OCGT,25,1333567,gas
Russia,24,coal,subcritical,13,19590,coal
United_Kingdom,1300,natural_gas,CCGT,38,5298729,gas
United_States,100,oil,Engine,18,35131,oil
Ireland,408,natural_gas,CCGT,70,1550000,gas
India,310,natural_gas,OCGT,25,986131,gas
United_States,996,natural_gas,CCGT,13,0,gas
Japan,2100,oil,subcritical,43,2815585,oil
United_States,1782,bituminous,subcritical,32,16500000,coal
Greece,84,oil,OCGT,20,14042,oil
Georgia,365,natural_gas,CCGT,11,1403206,gas
Russia,24,coal,subcritical,11,38907,coal
India,1200,coal,subcritical,7,0,coal
Turkey,300,anthracite,subcritical,27,1763157,coal
Russia,320,natural_gas,subcritical,44,1085118,gas
Canada,150,bituminous,subcritical,41,1051001,coal
Spain,393,coal,subcritical,15,1688199,coal
Jordan,1031,natural_gas,CCGT,7,5952623,gas
India,450,coal,subcritical,47,1229677,coal
Romania,1320,lignite,subcritical,8,0,coal
United_States,207,bituminous,cogeneration,58,0,coal
Oman,190,natural_gas,CCGT,22,1304165,gas
Slovenia,323,natural_gas,OCGT,15,425356,gas
Philippines,232,bituminous,subcritical,10,1845104,coal
Indonesia,2640,subbituminous,subcritical,5,0,coal
China,600,bituminous,supercritical,10,1921824,coal
India,430,natural_gas,CCGT,18,1337642,gas
India,1040,coal,subcritical,43,6123000,coal
Ukraine,3600,coal,subcritical,44,3476114,coal
Japan,1200,coal,ultrasupercritical,23,6871807,coal
Republic_of_Korea,1535,natural_gas,CCGT,17,1543882,gas
Mexico,113,oil,Engine,55,0,oil
Spain,800,natural_gas,CCGT,12,3546664,gas
United_States,174,natural_gas,CCGT,30,812538,gas
Russia,1110,subbituminous,subcritical,58,4713584,coal
China,1260,bituminous,supercritical,31,10200000,coal
United_States,100,oil,Engine,18,35131,oil
Belarus,505,natural_gas,CCGT,31,2202695,gas
Morocco,300,bituminous,subcritical,34,0,coal
India,1200,coal,supercritical,7,0,coal
Spain,800,natural_gas,CCGT,12,3546664,gas
United_States,700,natural_gas,subcritical,86,5046739,gas
Germany,345,bituminous,subcritical,46,2356166,coal
India,1980,coal,supercritical,4,0,coal
Nigeria,500,natural_gas,OCGT,16,1599607,gas
Indonesia,600,oil,subcritical,28,1227512,oil
Germany,569,natural_gas,CCGT,48,2520954,gas
United_States,280,natural_gas,CCGT,62,852592,gas
Serbia,1564,lignite,subcritical,48,5698110,coal
United_Arab_Emirates,1730,natural_gas,OCGT,14,0,gas
United_States,1200,natural_gas,CCGT,13,4358140,gas
China,510,natural_gas,CCGT,14,3641594,gas
Turkey,375,natural_gas,CCGT,27,0,gas
United_States,233,bituminous,subcritical,47,1845104,coal
Russia,525,coal,subcritical,39,3547325,coal
Russia,1200,bituminous,cogeneration,32,7606219,coal
United_Arab_Emirates,1706,natural_gas,OCGT,12,5462698,gas
Bangladesh,720,natural_gas,CCGT,47,3311075,gas
Austria,838,natural_gas,CCGT,41,486175,gas
India,1500,coal,subcritical,18,8053467,coal
Russia,320,natural_gas,subcritical,55,1098403,gas
United_States,277,natural_gas,CCGT,62,462481,gas
Canada,411,natural_gas,OCGT,25,366238,gas
United_States,800,subbituminous,subcritical,13,5318100,coal
Germany,1200,bituminous,subcritical,6,0,coal
Russia,541,coal,subcritical,55,2124376,coal
Oman,653,natural_gas,CCGT,33,1692012,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
Germany,472,bituminous,cogeneration,32,3204032,coal
Indonesia,1500,natural_gas,CCGT,5,0,gas
China,1200,bituminous,supercritical,12,5353323,coal
Germany,330,natural_gas,cogeneration,47,1553993,gas
Serbia,1240,lignite,subcritical,48,7398470,coal
United_States,72,natural_gas,CCGT,26,0,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
France,452,coal,subcritical,7,2675795,coal
Egypt,200,natural_gas,OCGT,43,685516,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Suriname,28,oil,subcritical,11,33927,oil
Israel,248,oil,subcritical,37,176216,oil
United_States,1500,coal,subcritical,32,7054332,coal
Belgium,1,natural_gas,subcritical,12,3798,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Turkey,1360,bituminous,subcritical,15,8962890,coal
Russia,191,coal,cogeneration,62,1986197,coal
China,650,bituminous,subcritical,12,2508092,coal
Syrian_Arab_Republic,100,natural_gas,OCGT,8,88243,gas
India,58,natural_gas,CCGT,21,122997,gas
Liberia,28,natural_gas,OCGT,-14,61434,gas
Japan,700,bituminous,supercritical,4,7893133,coal
Japan,2295,natural_gas,CCGT,19,10600000,gas
United_States,600,bituminous,ultrasupercritical,59,3321990,coal
Japan,1200,bituminous,ultrasupercritical,22,6817015,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
Pakistan,1000,coal,subcritical,17,6681255,coal
United_States,2,subbituminous,subcritical,48,0,coal
United_States,2,subbituminous,subcritical,48,0,coal
United_States,1782,subbituminous,subcritical,32,16500000,coal
Poland,1532,coal,subcritical,61,5698110,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Mexico,113,oil,Engine,55,0,oil
India,128,oil,Engine,18,80531,oil
Hungary,469,natural_gas,CCGT,33,1513971,gas
China,460,natural_gas,CCGT,61,1490472,gas
Finland,17,oil,subcritical,7,0,oil
United_States,100,oil,Engine,18,35131,oil
Spain,568,coal,subcritical,32,3525543,coal
Russia,12,natural_gas,CCGT,11,37864,gas
Canada,550,natural_gas,CCGT,9,0,gas
Argentina,39,natural_gas,OCGT,38,37795,gas
China,1200,bituminous,supercritical,11,2959098,coal
Iran,252,natural_gas,OCGT,31,160968,gas
Argentina,438,natural_gas,CCGT,48,0,gas
India,220,natural_gas,CCGT,17,972129,gas
India,1050,coal,subcritical,6,0,coal
Czech_Republic,800,lignite,subcritical,45,3606368,coal
China,1200,bituminous,supercritical,11,6146662,coal
Japan,1886,natural_gas,subcritical,53,6502441,gas
Russia,14,natural_gas,CCGT,89,10359,gas
